wu,wr,wd,wl,au,ar,ad,al,bu,br,bd,bl,direction
92,284,508,316,,,,,0.0,1.0,0.0,0.0,2
92,292,508,308,,,,,0.0,1.0,0.0,0.0,2
92,300,508,300,,,,,0.0,1.0,0.0,0.0,2
92,308,508,292,,,,,0.0,1.0,0.0,0.0,2
92,316,508,284,,,,,0.0,1.0,0.0,0.0,2
92,324,508,276,,,,,0.0,1.0,0.0,0.0,2
92,332,508,268,,,,,0.0,1.0,0.0,0.0,2
92,340,508,260,,,,,0.0,1.0,0.0,0.0,2
92,348,508,252,,,,,0.0,1.0,0.0,0.0,2
92,356,508,244,,,,,0.0,1.0,0.0,0.0,3
84,364,516,236,,,,,,,,,3
76,372,524,228,,,,,,,,,3
68,380,532,220,,,,,,,,,3
60,388,540,212,,,,,,,,,3
52,396,548,204,,,,,,,,,3
44,404,556,196,,,,,,,,,3
36,412,564,188,,,,,,,,,2
36,420,564,180,,,,,0.0,1.0,0.0,0.0,2
36,428,564,172,,,,,0.0,1.0,0.0,0.0,2
36,436,564,164,,,,,0.0,1.0,0.0,0.0,2
36,444,564,156,,,,,0.0,1.0,0.0,0.0,2
36,452,564,148,,,,,0.0,1.0,0.0,0.0,2
36,460,564,140,,,,,0.0,1.0,0.0,0.0,2
36,468,564,132,,,,,0.0,1.0,0.0,0.0,2
36,476,564,124,,,,,0.0,1.0,0.0,0.0,2
36,484,564,116,,,,,0.0,1.0,0.0,0.0,2
36,492,564,108,,,,,0.0,1.0,0.0,0.0,2
44,484,556,116,,,,,1.0,0.0,0.0,0.0,2
52,476,548,124,,,,,1.0,0.0,0.0,0.0,2
60,468,540,132,,,,,1.0,0.0,0.0,0.0,2
68,460,532,140,,,,,1.0,0.0,0.0,0.0,2
76,452,524,148,,,,,1.0,0.0,0.0,0.0,2
84,444,516,156,,,,,1.0,0.0,0.0,0.0,2
92,436,508,164,,,,,1.0,0.0,0.0,0.0,2
100,428,500,172,,,,,1.0,0.0,0.0,0.0,2
108,420,492,180,,,,,1.0,0.0,0.0,0.0,2
116,412,484,188,,,,,1.0,0.0,0.0,0.0,2
124,404,476,196,,,,,1.0,0.0,0.0,0.0,2
132,396,468,204,,,,,1.0,0.0,0.0,0.0,2
140,388,460,212,,,,,1.0,0.0,0.0,0.0,2
148,380,452,220,,,,,1.0,0.0,0.0,0.0,2
156,372,444,228,,,,,1.0,0.0,0.0,0.0,2
164,364,436,236,,,,,1.0,0.0,0.0,0.0,2
172,356,428,244,,,,,1.0,0.0,0.0,0.0,2
180,348,420,252,,,,,1.0,0.0,0.0,0.0,2
188,340,412,260,,,,,1.0,0.0,0.0,0.0,2
196,332,404,268,,,,,,,,,2
204,332,396,268,,,,,1.0,0.0,0.0,0.0,2
212,332,388,268,,,,,1.0,0.0,0.0,0.0,2
220,332,380,268,,,,,1.0,0.0,0.0,0.0,2
228,332,372,268,,,,,1.0,0.0,0.0,0.0,2
236,332,364,268,,,,,1.0,0.0,0.0,0.0,2
244,332,356,268,,,,,1.0,0.0,0.0,0.0,2
252,332,348,268,,,,,1.0,0.0,0.0,0.0,2
260,332,340,268,,,,,1.0,0.0,0.0,0.0,2
268,332,332,268,,,,,1.0,0.0,0.0,0.0,2
276,332,324,268,,,,,1.0,0.0,0.0,0.0,2
284,332,316,268,,,,,1.0,0.0,0.0,0.0,2
292,332,308,268,,,,,1.0,0.0,0.0,0.0,2
300,332,300,268,,,,,1.0,0.0,0.0,0.0,2
308,332,292,268,,,,,1.0,0.0,0.0,0.0,2
316,332,284,268,,,,,1.0,0.0,0.0,0.0,2
324,332,276,268,,,,,1.0,0.0,0.0,0.0,2
332,332,268,268,,,,,1.0,0.0,0.0,0.0,2
340,332,260,268,,,,,1.0,0.0,0.0,0.0,2
348,332,252,268,,,,,1.0,0.0,0.0,0.0,2
356,332,244,268,,,,,1.0,0.0,0.0,0.0,2
364,332,236,268,,,,,1.0,0.0,0.0,0.0,2
372,332,228,268,,,,,1.0,0.0,0.0,0.0,2
380,332,220,268,,,,,1.0,0.0,0.0,0.0,2
388,332,212,268,,,,,1.0,0.0,0.0,0.0,2
396,332,204,268,,,,,1.0,0.0,0.0,0.0,2
404,332,196,268,,,,,1.0,0.0,0.0,0.0,2
412,332,188,268,,,,,1.0,0.0,0.0,0.0,2
420,332,180,268,,,,,1.0,0.0,0.0,0.0,2
428,332,172,268,,,,,1.0,0.0,0.0,0.0,2
436,332,164,268,,,,,1.0,0.0,0.0,0.0,2
444,332,156,268,,,,,1.0,0.0,0.0,0.0,2
452,332,148,268,,,,,1.0,0.0,0.0,0.0,2
460,332,140,268,,,,,1.0,0.0,0.0,0.0,3
452,340,148,260,,,,,0.0,1.0,0.0,0.0,3
444,348,156,252,,,,,0.0,1.0,0.0,0.0,3
436,356,164,244,,,,,0.0,1.0,0.0,0.0,3
428,364,172,236,,,,,0.0,1.0,0.0,0.0,3
420,372,180,228,,,,,0.0,1.0,0.0,0.0,3
412,372,188,228,,,,,0.0,0.0,1.0,0.0,3
404,372,196,228,,,,,0.0,0.0,1.0,0.0,3
396,372,204,228,,,,,0.0,0.0,1.0,0.0,3
388,372,212,228,,,,,0.0,0.0,1.0,0.0,3
380,372,220,228,,,,,0.0,0.0,1.0,0.0,3
372,372,228,228,,,,,0.0,0.0,1.0,0.0,0
364,364,236,236,,,,,0.0,0.0,1.0,0.0,0
356,356,244,244,,,,,0.0,0.0,1.0,0.0,0
348,348,252,252,,,,,0.0,0.0,1.0,0.0,0
340,340,260,260,,,,,0.0,0.0,1.0,0.0,0
332,332,268,268,,,,,0.0,0.0,1.0,0.0,0
324,324,276,276,,,,,0.0,0.0,0.0,1.0,0
316,316,284,284,,,,,0.0,0.0,0.0,1.0,0
308,308,292,292,,,,,0.0,0.0,0.0,1.0,0
300,300,300,300,,,,,0.0,0.0,0.0,1.0,0
292,292,308,308,,,,,,,,,0
284,284,316,316,,,,,,,,,0
276,276,324,324,,,,,,,,,0
268,268,332,332,,,,,,,,,0
260,260,340,340,,,,,,,,,0
252,252,348,348,,,,,,,,,0
244,244,356,356,,,,,,,,,0
236,236,364,364,,,,,,,,,0
228,228,372,372,,,,,,,,,0
220,220,380,380,,,,,,,,,0
212,212,388,388,,,,,,,,,0
204,204,396,396,,,,,,,,,0
196,196,404,404,,,,,,,,,0
188,188,412,412,,,,,,,,,3
180,188,420,412,,,,,0.0,0.0,1.0,0.0,3
172,188,428,412,,,,,0.0,0.0,1.0,0.0,3
164,188,436,412,,,,,0.0,0.0,1.0,0.0,3
156,188,444,412,,,,,0.0,0.0,1.0,0.0,3
148,188,452,412,,,,,0.0,0.0,1.0,0.0,3
140,188,460,412,,,,,0.0,0.0,1.0,0.0,3
132,188,468,412,,,,,0.0,0.0,1.0,0.0,3
124,188,476,412,,,,,0.0,0.0,1.0,0.0,3
116,188,484,412,,,,,0.0,0.0,1.0,0.0,3
108,188,492,412,,,,,0.0,0.0,1.0,0.0,3
100,188,500,412,,,,,0.0,0.0,1.0,0.0,2
108,180,492,420,,,,,0.0,0.0,0.0,1.0,2
116,172,484,428,,,,,0.0,0.0,0.0,1.0,2
124,164,476,436,,,,,0.0,0.0,0.0,1.0,2
132,164,468,436,,,,,1.0,0.0,0.0,0.0,2
140,164,460,436,,,,,1.0,0.0,0.0,0.0,2
148,164,452,436,,,,,1.0,0.0,0.0,0.0,2
156,164,444,436,,,,,1.0,0.0,0.0,0.0,2
164,164,436,436,,,,,1.0,0.0,0.0,0.0,2
172,164,428,436,,,,,1.0,0.0,0.0,0.0,2
180,164,420,436,,,,,1.0,0.0,0.0,0.0,2
188,164,412,436,,,,,1.0,0.0,0.0,0.0,2
196,164,404,436,,,,,1.0,0.0,0.0,0.0,2
204,164,396,436,,,,,1.0,0.0,0.0,0.0,2
212,164,388,436,,,,,1.0,0.0,0.0,0.0,2
220,164,380,436,,,,,1.0,0.0,0.0,0.0,2
